entity_group,entity_normalized,count,word_versions
LOCATION,бостоні,1,['Бостоні']
LOCATION,босфор,1,['Босфор']
LOCATION,босфору,2,['Босфору']
LOCATION,боярки,1,['Боярки']
LOCATION,боярку,1,['Боярку']
LOCATION,бої,1,['Бої']
LOCATION,боїнга,1,['Боїнга']
LOCATION,бпла,1,['БпЛА']
LOCATION,бр,1,['бр']
LOCATION,бразилія,1,['Бразилія']
LOCATION,бразилії,5,['Бразилії']
LOCATION,брак,1,['Брак']
LOCATION,братислава,2,['Братислава']
LOCATION,братиславі,1,['Братиславі']
LOCATION,бреттон,1,['Бреттон']
LOCATION,британ,1,['Британ']
LOCATION,британію,5,['Британію']
LOCATION,британія,47,['Британія']
LOCATION,британією,4,['Британією']
LOCATION,британії,66,['Британії']
LOCATION,броварами,1,['Броварами']
LOCATION,броварах,11,['Броварах']
LOCATION,бровари,7,['Бровари']
LOCATION,броварський,1,['Броварський']
LOCATION,броварського,1,['Броварського']
LOCATION,броварському,7,['Броварському']
LOCATION,броварському районах,2,['Броварському районах']
LOCATION,броварському районі,6,['Броварському районі']
LOCATION,броварському районі київщини,1,['Броварському районі Київщини']
LOCATION,броварському районікиївщинидрон,1,['Броварському районіКиївщинидрон']
LOCATION,броварському районіпост,1,['Броварському районіпост']
LOCATION,броварщини,1,['Броварщини']
LOCATION,броварів,3,['Броварів']
LOCATION,бродах,2,['Бродах']
LOCATION,броди,6,['Броди']
LOCATION,бродів,1,['Бродів']
LOCATION,броєрперекона,1,['Броєрперекона']
LOCATION,брюсселем,1,['Брюсселем']
LOCATION,брюссель,9,['Брюссель']
LOCATION,брюсселя,20,['Брюсселя']
LOCATION,брюсселі,39,['Брюсселі']
LOCATION,бря,1,['Бря']
LOCATION,брянськ,3,['Брянськ']
LOCATION,брянська,7,['Брянська']
LOCATION,брянською,3,['Брянською']
LOCATION,брянською областю,2,['Брянською областю']
LOCATION,брянською областю росії,1,['Брянською областю Росії']
LOCATION,брянської,3,['Брянської']
LOCATION,брянської областей,1,['Брянської областей']
LOCATION,брянської області,8,['Брянської області']
LOCATION,брянської області росії,2,['Брянської області Росії']
LOCATION,брянську,9,['Брянську']
LOCATION,брянську область,1,['Брянську область']
LOCATION,брянській,6,['Брянській']
LOCATION,брянській області,18,['Брянській області']
LOCATION,брянській області рф,2,['Брянській області РФ']
LOCATION,брянщини,3,['Брянщини']
LOCATION,брянщині,2,['Брянщині']
LOCATION,бу,10,"['Бу', 'бу']"
LOCATION,бугруватка,1,['Бугруватка']
LOCATION,буд,3,['Буд']
LOCATION,будапешт,9,['Будапешт']
LOCATION,будапешта,12,['Будапешта']
LOCATION,будапештом,1,['Будапештом']
LOCATION,будапештський,1,['Будапештський']
LOCATION,будапештському меморандумі,1,['Будапештському меморандумі']
LOCATION,будапешті,23,['Будапешті']
LOCATION,буди,1,['буди']
LOCATION,будинок зв’язку 31,1,['Будинок зв’язку 31']
LOCATION,будівельник північноморська,2,['Будівельник Північноморська']
LOCATION,будівлях,1,['будівлях']
LOCATION,буковини,3,['Буковини']
LOCATION,буковину,3,['Буковину']
LOCATION,буковинізалучили17,1,['Буковинізалучили17']
LOCATION,бул,1,['бул']
LOCATION,бумеранг,1,['Бумеранг']
LOCATION,бундесверу,3,['Бундесверу']
LOCATION,бундесвері,2,['Бундесвері']
LOCATION,бундестагу,1,['Бундестагу']
LOCATION,буре,1,['Буре']
LOCATION,буревісник,1,['Буревісник']
LOCATION,буркіна,1,['Буркіна']
LOCATION,буркіна-фасо,1,['Буркіна-Фасо']
LOCATION,бурлацьке,1,['Бурлацьке']
LOCATION,бурштин,13,['Бурштин']
LOCATION,бурштина,10,['Бурштина']
LOCATION,бурштинна івано-франківщині,1,['Бурштинна Івано-Франківщині']
LOCATION,бурштинська тес,3,['Бурштинська ТЕС']
LOCATION,бурштинській,2,['Бурштинській']
LOCATION,бурштинській та добротвірській тес,2,['Бурштинській та Добротвірській ТЕС']
LOCATION,бурштину,3,['Бурштину']
LOCATION,бурштині,4,['Бурштині']
LOCATION,бурятія,1,['Бурятія']
LOCATION,бута,1,['Бута']
LOCATION,буферна зона російський президент,1,['Буферна зона Російський президент']
LOCATION,бух,1,['бух']
LOCATION,бухів,1,['бухів']
LOCATION,буча,17,['Буча']
LOCATION,буча київської області,1,['Буча Київської області']
LOCATION,бучанський,1,['Бучанський']
LOCATION,бучанський район,1,['Бучанський район']
LOCATION,бучанського,1,['Бучанського']
LOCATION,бучанському,5,['Бучанському']
LOCATION,бучанському районі,10,['Бучанському районі']
LOCATION,бучанською,1,['Бучанською']
LOCATION,бучанської громади,1,['Бучанської громади']
LOCATION,бучанської різ,1,['Бучанської різ']
LOCATION,бучанської трагедії,1,['Бучанської трагедії']
LOCATION,бучанську,2,['Бучанську']
LOCATION,бучанській громаді,5,['Бучанській громаді']
LOCATION,бучею,1,['Бучею']
LOCATION,бучею ірпеня,1,['Бучею Ірпеня']
LOCATION,бучу,17,['Бучу']
LOCATION,бучі,115,['Бучі']
LOCATION,бюргенштоку україна,1,['Бюргенштоку Україна']
LOCATION,бєлая,1,['Бєлая']
LOCATION,бєлая іркутська область,3,['Бєлая Іркутська область']
LOCATION,бєлгород,6,['Бєлгород']
LOCATION,бєлгорода,3,['Бєлгорода']
LOCATION,бєлгородська область,1,['Бєлгородська область']
LOCATION,бєлгородське водосховище,3,['Бєлгородське водосховище']
LOCATION,бєлгородського водо,1,['Бєлгородського водо']
LOCATION,бєлгородського водосховища,3,['Бєлгородського водосховища']
LOCATION,бєлгородського плацдармів,1,['Бєлгородського плацдармів']
LOCATION,бєлгородському напрямку,1,['Бєлгородському напрямку']
LOCATION,бєлгородською,1,['Бєлгородською']
LOCATION,бєлгородської,2,['Бєлгородської']
LOCATION,бєлгородської областей,2,['Бєлгородської областей']
LOCATION,бєлгородської області,11,['Бєлгородської області']
LOCATION,бєлгородської області в,1,['Бєлгородської області В']
LOCATION,бєлгородської області гладковназвавситу,1,['Бєлгородської області Гладковназвавситу']
LOCATION,бєлгородської області рф,1,['Бєлгородської області РФ']
LOCATION,бєлгородської і курської областей рф,1,['Бєлгородської і Курської областей РФ']
LOCATION,бєлгородську область,6,['Бєлгородську область']
LOCATION,бєлгородській,1,['Бєлгородській']
LOCATION,бєлгородській областях,2,['Бєлгородській областях']
LOCATION,бєлгородській області,13,['Бєлгородській області']
LOCATION,бєлгородській області росії,2,['Бєлгородській області Росії']
LOCATION,бєлгородчині,1,['Бєлгородчині']
LOCATION,бєлгородщини,3,['Бєлгородщини']
LOCATION,бєлгородщиною,1,['Бєлгородщиною']
LOCATION,бєлгородщину,2,['Бєлгородщину']
LOCATION,бєлгородщині,8,['Бєлгородщині']
LOCATION,бєлгороді,2,['Бєлгороді']
LOCATION,бєлой,1,['Бєлой']
LOCATION,бі,6,['бі']
LOCATION,бійськ,1,['Бійськ']
LOCATION,біл,5,['Біл']
LOCATION,біла церква,4,['Біла Церква']
LOCATION,білгород-дністровський,1,['Білгород-Дністровський']
LOCATION,білгородською,3,['Білгородською']
LOCATION,білгородською областю,1,['Білгородською областю']
LOCATION,білгородської області,3,['Білгородської області']
LOCATION,білгородській,1,['Білгородській']
LOCATION,білгородській області,1,['Білгородській області']
LOCATION,білий дім,60,"['Білий Дім', 'Білий дім']"
LOCATION,білим домом,4,['Білим домом']
LOCATION,білицьке,1,['Білицьке']
LOCATION,білицькому,2,['Білицькому']
LOCATION,біловоди,3,['Біловоди']
LOCATION,біловодів,3,['Біловодів']
LOCATION,білого дому,6,"['Білого дому', 'Білого Дому']"
LOCATION,білогородській громаді,1,['Білогородській громаді']
LOCATION,білогородці,1,['Білогородці']
LOCATION,білогорівка,2,['Білогорівка']
LOCATION,білогір’я,1,['Білогір’я']
LOCATION,білозерка,1,['Білозерка']
LOCATION,білозерське,1,['Білозерське']
LOCATION,білозерському,2,['Білозерському']
LOCATION,білозерській громаді,1,['Білозерській громаді']
LOCATION,білозерці,1,['Білозерці']
LOCATION,білому,3,['Білому']
LOCATION,білому домі,66,"['Білому домі', 'Білому Домі']"
LOCATION,білому домі будинку рад р,1,['Білому домі Будинку Рад Р']
LOCATION,білопілля,8,['Білопілля']
LOCATION,білопільська,1,['Білопільська']
LOCATION,білопільській,1,['Білопільській']
LOCATION,білопільській громаді,1,['Білопільській громаді']
LOCATION,білоруссю,13,['Білоруссю']
LOCATION,білоруссю латвію,1,['Білоруссю Латвію']
LOCATION,білорусь,27,['Білорусь']
LOCATION,білоруської срср,1,['Білоруської СРСР']
LOCATION,білорусі,55,['Білорусі']
LOCATION,білорусією,1,['Білорусією']
LOCATION,білоріченський район краснодарського краю росіїопин,1,['Білоріченський район Краснодарського краю Росіїопин']
LOCATION,білоцерківська громада київської області,1,['Білоцерківська громада Київської області']
LOCATION,білоцерківському,1,['Білоцерківському']
LOCATION,білоцерківському районі,2,['Білоцерківському районі']
LOCATION,білоцерківському районі області,1,['Білоцерківському районі області']
LOCATION,білоцерківську громаду,1,['Білоцерківську громаду']
LOCATION,білої церкви,6,['Білої Церкви']
LOCATION,білу церкву,7,['Білу Церкву']
LOCATION,білу церкву херсонщина,1,['Білу Церкву Херсонщина']
LOCATION,білій церкві,8,['Білій Церкві']
LOCATION,білій церкві суми,1,['Білій Церкві Суми']
